label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49
Lemon,-7.070354,10.60668,-5.606857,-0.7490906,-1.2139367,-8.8400545,7.0156865,8.442289,-1.2667661,-2.5746686,-1.1644055,2.4789262,-0.4016215,-0.026564326,0.55439085,-0.16907011,0.56610537,-0.7361083,-0.23406532,0.7996097,0.3456587,-0.43238524,-0.9605472,-0.07583759,0.30889294,-0.16750124,-0.045230087,0.33808073,-0.62835246,0.23008731,1.1251875,-0.6253671,0.28991878,-0.022711482,0.15205683,0.185021,1.0462044,-0.6399281,0.07133095,-0.12955332,-0.39400047,0.46823165,0.32648706,0.46018893,-1.0651832,0.06850984,-0.68895775,-0.0871956,-0.59983563,-0.9289345
Lemon,-7.454333,10.124901,-5.4851375,-0.8968078,-0.9544727,-7.9811826,6.7352853,7.176016,-1.1281321,-1.5201168,-1.2122842,1.5522197,-0.06928372,0.4693131,0.16036265,-0.34220767,1.5016272,-1.8811207,0.06737119,1.450671,1.2307327,-0.09762338,-1.7662455,-0.06684278,1.1811776,-0.112563334,-0.3751535,0.05637784,-0.89544487,-0.50502,1.1628956,-0.22045171,0.6786958,-0.16656554,0.51159436,-0.16393211,0.60744643,-0.67112285,-0.13733411,-0.63882345,-0.48532146,0.67268515,0.1050154,0.10364724,-0.8685015,-0.39513695,-0.042265587,-0.09446779,-0.033381246,-0.482019
Lemon,-6.0214925,10.304024,-4.6874647,-1.021505,-0.7872199,-7.3033547,7.341944,7.443124,-0.17079791,-0.79158986,-0.28964928,0.22548053,0.100410715,0.049705554,-1.152207,-0.59633416,3.1043742,-3.8885038,0.55314785,3.0474696,0.5679823,1.7493268,-3.8776395,1.5132391,1.8287694,-1.0418311,0.55455816,-0.12482545,-0.49804512,0.66271365,-1.2169076,-0.037464827,0.5367561,0.48961908,0.24451357,-0.010838897,-0.2996569,0.48420182,0.12346991,-0.15864031,0.2715712,-1.0346732,-0.122637734,-0.43111238,0.7755096,-0.25937706,0.4072199,-0.24210832,0.60891837,-0.16995496
Lemon,-5.743681,11.666628,-5.3662868,-1.5580852,-1.1175929,-7.5767365,7.488237,6.243987,-0.65124106,-1.0199226,-0.033824667,0.22063878,0.40316913,-0.5698342,-1.5206411,-0.89353913,3.8056462,-5.6464767,1.2035228,5.6466174,-0.53226745,2.5961003,-4.781355,2.6760116,3.6286798,-1.609246,1.213169,-0.025396613,0.4304298,1.4163024,-1.9610467,-0.40175444,-0.9068187,-0.29010847,-0.42909646,-0.24511375,-0.5027378,-0.18414657,0.76855457,1.1017696,0.16406706,-1.5829712,0.51444304,0.03851163,1.49747,-0.21535803,1.8209866,0.29504606,-0.5859089,2.582719
Lemon,-5.9417005,10.983497,-5.486385,15.440036,0.46644846,2.276207,-2.1173391,-0.5826202,-0.9572109,7.3510094,1.450657,1.0199771,-0.41594577,-0.7154001,0.5732937,0.2927586,1.2259737,-0.27997616,-0.23607472,0.20114034,1.7144322,0.84978944,1.9630256,0.60578424,0.5086455,-0.41287172,-0.6623504,0.39760593,1.907871,-1.3306429,1.4706694,-2.3642075,-6.4558935,-4.183973,2.91418,0.66459525,-2.873747,-1.7180148,-1.9175787,-4.2097454,1.7022985,0.57593703,-0.98912907,-0.68119043,1.2958477,1.0022296,0.5834835,0.081577756,0.09990621,2.0015128
Lemon,-2.4584064,8.453131,-2.6054308,17.028221,4.9035335,10.372063,-4.094752,5.6375623,1.5738723,19.657452,4.713321,0.40576172,-4.2235327,1.1424522,-1.1537075,-2.276713,-3.0560777,3.336274,-1.5074489,-1.2083417,0.9833392,0.41322955,0.5940658,-0.45707658,-0.045909252,-0.06270156,-0.62593985,-1.4583255,-0.14181623,0.622894,-2.5965233,1.2107052,3.6508877,4.271488,-5.2683067,-0.810784,-1.483241,3.372067,1.8557822,-0.6995065,-2.7906196,-6.0582743,1.26769,2.1545613,-0.2843684,0.07629762,-0.37363115,0.30770162,-0.5621687,0.95173097
Lemon,-4.553551,8.960413,-4.3088613,15.1502075,2.8226101,6.592819,-3.824619,8.235491,1.6945981,20.142954,4.163482,-0.57125086,-7.3019032,2.461979,-0.53657895,-1.8740474,-1.2885789,2.391585,-0.71810335,-2.8487325,0.5196649,-2.4368865,0.5224973,-0.0073090256,-0.0066813487,-0.17069985,-0.38261473,-0.67043155,-1.4918375,-0.87084866,-0.06348589,0.01024397,2.7447023,0.33973825,-0.18961625,-0.002378288,2.8447905,-0.96759367,2.560869,1.9773278,-1.1449507,-1.2215928,1.9755219,0.9920205,-1.2843871,0.38487896,-1.4711336,-1.2609988,-0.32320362,-0.8851117
Lemon,-0.76294845,14.752737,-3.7610364,29.001513,1.1362082,1.2193701,-8.831174,-17.406174,-2.4767575,-11.967714,-0.25846127,-1.4635354,2.382842,-0.56483465,1.517019,1.9270935,-1.237534,1.8565419,-1.469167,-0.7220429,-2.680171,-6.4221263,-5.772528,3.8923345,4.0192795,-3.0203576,4.1996083,-3.1442864,-2.1079342,-0.65735346,-5.0968814,-0.62892985,11.323403,2.1480787,3.5690343,-2.6135502,-5.277118,0.48580003,3.6188307,-1.2936321,0.2796246,2.283719,3.689799,-0.095112994,0.4180936,2.6912923,1.6208587,0.9446693,0.42726526,2.3110814
Lemon,-1.6041342,13.787412,-4.3665147,22.714718,0.44363728,-1.7846148,-2.7107,-9.518055,-3.1430058,-6.749622,-0.45232415,-1.5339473,2.0566287,-0.907777,-0.29700395,2.0077493,0.1611278,0.6016694,1.2768533,0.57972497,-1.7952815,-1.9395313,0.324294,1.4120657,0.37247708,-1.4181137,-1.6302426,0.9904037,-0.1109992,-0.43098533,0.7983042,0.6049916,1.4782532,-0.50234485,0.1083217,-1.4928409,0.29647994,1.3248622,-0.8390535,0.25873998,-1.9235369,1.6271037,-3.841653,-0.8922462,0.7226538,-0.18904214,-1.8321468,-0.1623763,-0.8403849,-0.16850683
Banana,9.487354,12.311321,14.155609,-7.1478434,-3.6676576,-3.9011183,1.9471636,0.57138145,-1.4909408,3.06247,0.03720024,-7.2368903,5.3365307,-0.79180443,1.352052,-3.739807,5.0009656,-0.98706293,-3.6117177,-3.6106102,-2.40394,-1.5195837,3.0008137,3.8591187,0.89589876,2.355112,-2.7985423,2.4276047,0.9071238,0.24367902,-1.6939347,4.928653,0.33211675,-2.6730282,0.18782413,-0.3243699,-0.013298328,-3.3901489,-0.35174614,1.9527447,-0.18204695,-2.1815286,-2.155807,0.67154396,-2.4381576,4.8583865,-1.6623093,0.018137224,2.759952,-0.3292352
Banana,14.89159,13.291832,31.524784,-4.6166587,-1.8123528,3.5275917,-6.5224338,1.9898945,3.317757,-12.775607,17.919197,9.641112,-15.3207,-4.979174,-1.2177985,-4.4381623,6.186598,2.3845098,-0.5103258,-3.5654175,0.6246681,0.94665116,-1.3827084,2.5146532,2.1597788,0.29040256,-3.5957503,-4.885971,2.112057,5.6440907,0.72667825,-0.8818474,1.24615,-4.4065876,-2.1652758,1.7584368,1.1340708,4.2381816,1.4667457,0.628695,0.5804791,2.9202986,2.229614,1.0493735,-0.49618533,-2.483527,-1.6557516,-0.4829359,-2.710367,2.1346781
Banana,12.14909,14.861823,19.393581,-6.142558,-5.7841387,-2.1076984,1.9838535,0.916622,-1.5875292,4.6405883,3.5671103,-9.791103,9.27336,0.405711,2.1656766,2.1962292,-4.7275534,2.241554,0.78852206,1.5395658,-0.3697842,1.3979461,-1.8215982,1.9270332,-0.07364897,0.22439194,-0.9282236,-4.941135,1.2232134,2.7936897,0.59574866,-2.4106996,-1.6435788,0.8828032,-0.04466028,0.03706251,-1.8340983,-0.013777365,0.97491765,1.4915919,-0.35794428,2.0945919,-1.6728384,-0.27548444,-1.1419438,0.78616315,-0.8232216,-2.5469391,-0.89097613,3.5911098
Banana,34.191357,-2.541218,1.002806,4.438995,-1.0233434,25.193504,21.074944,0.80465716,-4.752972,-3.8852382,-2.8623366,1.1489727,-1.4008127,3.8014395,10.306456,0.44405025,-0.16599672,-5.42548,6.9280863,-5.4891014,-0.85025656,0.8857176,3.3242054,-2.9436111,9.993691,8.125925,3.208464,-3.1184638,-5.4501095,-1.4226619,1.3200843,1.731698,-2.2179954,-0.44781688,-0.93901783,0.7286198,-1.9365889,0.43339935,3.9804885,2.069887,-2.430948,1.3223122,-1.9525107,2.0520413,-1.7370055,0.107729614,0.9210956,-0.3291472,-0.7995154,0.2866074
Banana,40.65692,-12.1719055,-15.010701,-0.75847083,-5.2776685,-6.9775934,-4.0620933,0.53737146,1.1136653,1.8963972,0.7022964,-2.091704,-2.7796102,-6.5428376,-1.6605335,1.1608577,-1.8181585,-3.0826826,6.077875,-1.4823802,-1.6980292,1.5536476,2.53592,1.0559515,2.5296223,-3.115614,-1.7274944,3.2209976,4.116671,0.41677728,-0.8813586,-0.17472096,0.6234821,0.0062185084,-1.2176079,0.6637147,-3.1749096,-3.094339,0.27992842,1.2828544,-0.4192877,-0.9536988,1.5221119,-1.0600753,0.29397887,-0.571361,-2.1318011,1.3000993,-2.8163843,1.5607371
Banana,36.953316,-9.917636,-14.493838,-0.9212094,-6.246309,-8.518398,-4.7949452,0.030250771,1.4488964,1.9042425,0.37436643,-4.3127055,-3.0169473,-7.5946574,-5.480606,1.6564903,-2.071407,-2.9503741,7.0670977,-2.650312,-0.46093994,0.2528735,1.7418157,1.3218969,2.8917403,-2.3384047,-0.03764932,2.7176793,2.5950198,0.5362475,-0.3930943,-0.38697794,-0.37597468,0.34435445,-1.532651,0.17256516,-1.6486808,-0.47451413,0.48817337,2.9814427,1.4301653,-0.24639799,0.9864537,1.856996,0.08927656,0.7144334,-0.4873704,1.2542108,-0.44893518,0.20239463
Banana,37.04587,-2.6756356,-0.8089664,3.574091,-3.7567387,25.508396,21.303974,1.743974,-4.455019,-3.6857953,-2.4372172,-0.8809191,-0.3969108,3.2472832,6.5254574,1.4197024,-1.2225999,-1.0320778,2.2119164,-0.052584767,1.2653208,-1.4357605,-0.8902133,1.4216683,0.5203755,-0.7402174,-0.033084214,0.7320327,0.31748718,1.1766204,0.6369746,0.24128072,-2.4186652,0.26371616,0.4431056,1.5654103,-2.4376369,1.2439773,2.1715238,2.378024,1.1877838,1.9209942,0.7006768,2.2460232,-1.8779144,1.7250087,-2.6058342,-0.2008075,0.82201236,-2.653733
Orange,-10.804463,3.025903,-6.608376,-7.424783,0.39506435,5.323052,-4.4861636,-0.5500924,2.6712854,-0.21013851,1.1809452,1.1874377,3.0833166,-2.4217925,0.56898636,-0.3366538,1.9307853,-2.7131176,-0.15162194,1.5526528,4.023931,-3.0068483,3.8831139,-0.8111293,-0.63087285,-0.86461854,-0.31662318,0.098971784,-2.0170822,2.6595328,-1.3810769,-1.208949,1.1966374,0.14871506,-0.8259807,0.03775824,3.5206304,-1.653246,-1.0678269,1.3071609,-0.04630381,1.6834174,-0.0021866476,-0.6765795,-1.0784123,-1.3703382,-0.9992932,-2.1491008,-0.20057392,-1.5615464
Orange,-10.654082,3.6216273,-8.349909,-10.947858,-0.4880108,3.9632008,-2.0080497,-4.79442,0.2910039,-1.5085369,0.0266924,-2.2852945,-2.0135634,1.7667676,-0.7029177,0.500133,-1.2427881,2.6442218,-0.40445587,-1.3829199,-1.2385106,-0.01349745,-1.0291231,0.6216626,1.070381,0.049017522,-0.92146724,0.41863015,1.2758663,-1.2709657,1.1216149,0.61661845,-1.8244746,0.054509033,-1.0909448,-1.3669736,0.53844655,0.5765362,-0.09168062,0.4475785,1.3758045,-1.3059226,-1.0673912,-0.44415507,-0.8909823,-1.541735,0.18147531,-0.6445504,0.17912987,-1.5961206
Apple Braeburn,-10.413657,-13.907242,5.185025,3.3805232,1.5446655,3.2486472,-4.4893928,8.832854,1.1576171,-1.0781645,-1.2534916,-0.17204711,3.13608,-2.628977,1.149643,7.3288693,2.4086142,2.3809397,-1.1338539,-1.5128907,1.1283917,2.352765,-2.602022,0.68072706,0.55037796,-0.6064719,-1.9779003,1.5752419,-1.9537578,-2.1851494,5.2067633,1.3865432,2.2356336,-1.1831234,-3.9088676,0.16290407,-0.9568678,-0.08131476,-0.093983784,0.4110701,1.4860284,-1.0905367,0.49764562,-0.49726677,-1.234553,0.4358612,0.7199525,-0.8474525,-0.099356264,0.15657811
Orange,-10.5196085,5.0471687,-8.424122,-11.005073,-0.12954935,3.2382753,-1.5377601,-4.418948,0.78708524,-0.99340934,-0.4008384,-1.5671644,-2.9801567,2.4749703,-0.824316,0.09777067,-0.8143181,2.3170164,-0.0598097,-1.995835,-2.446671,1.4518446,-1.0017934,0.25009105,-0.42244467,0.8043916,-0.23975904,1.3341095,-0.40602517,0.040137455,0.6930153,0.66286147,-0.37728456,-0.15402867,0.25637984,0.13594064,-0.1190408,0.2817894,-0.15156049,-0.7296539,1.2529733,-0.6589051,-0.9218699,-1.0823507,-0.45009482,-0.7052467,-0.6919695,-1.0106152,1.617715,0.6691871
Orange,-11.354188,4.652287,-7.292652,-7.6861167,0.13826866,5.031003,-4.3690853,-3.0351112,3.9616468,-1.3225055,0.023211803,0.8166925,2.5504558,-2.0761688,1.2245308,0.53342736,2.6359286,-3.6323178,-0.6566025,2.1538718,6.7764482,-2.2302911,4.633473,-1.4179233,-0.5447229,-2.5734324,0.40475842,-2.9326267,0.052845564,1.6740658,-1.8469487,-2.903552,1.2819197,-1.1890603,0.21379252,0.8544258,-0.8087061,-0.8641679,0.4801658,2.9789124,0.7929297,-0.31454757,1.2243911,-1.2117563,0.1829352,-0.28901005,2.384695,1.4471691,-0.06870412,-0.51635283
Orange,-10.724957,4.821187,-9.000208,-9.380571,0.4396168,3.543596,-2.4460857,-3.6065178,1.9505756,-2.202932,0.16595724,-1.4102925,-0.14474978,0.34158418,0.48125687,0.7779011,0.37221125,-0.6594305,-0.14675784,0.030015133,3.6227005,-2.1187332,2.4972184,-1.1170441,-0.262913,-1.1124569,-1.9862571,-1.0883868,0.40121147,-1.5776317,-0.38838768,0.07392445,0.43067965,-0.24693103,0.26186278,-1.2163985,-2.7614465,1.5163544,1.2414868,1.1616917,1.1559622,-1.7671554,-0.087786555,-0.442288,0.34563175,0.7407687,1.1394849,1.0005879,-1.3848479,1.3604175
Apple Braeburn,-11.869887,-15.939041,6.5905013,4.116864,0.658923,2.0440903,-2.1120636,5.911625,3.1901248,0.32937345,-0.13973704,2.2667272,3.2122195,-3.633283,2.5200589,10.66796,2.0548012,3.6518757,-1.2686381,-1.890916,0.90599734,4.630106,-3.2119484,0.82218254,-0.5578857,-1.7641976,-1.0811949,1.1017838,-4.6506896,1.0946004,3.6979206,-1.3425823,2.7152476,-2.850745,-1.9119525,3.805504,-2.5407352,-1.501388,0.030631417,1.6686182,0.46725202,-0.93186367,-0.9117417,-0.81196094,0.26771644,-0.14727923,0.8624255,0.6117624,-0.11043078,-0.44798157
Apple Braeburn,-10.74179,-15.973696,7.1475773,5.452993,-0.6958994,2.089259,-1.0813774,6.021974,7.4271574,-0.039433066,-1.6634374,1.0908493,2.2766244,-1.4327319,1.0062039,9.966535,1.9767762,3.1369817,-1.1312532,-1.9903003,1.1181561,4.156386,-3.0607657,1.0413837,-0.54157734,-1.0288943,-1.946049,1.8860558,-2.1528745,-0.41312948,2.730838,1.0242923,1.379316,-1.8785897,-1.7322693,2.0854645,-1.1091708,-0.7504242,-1.0743918,2.149589,-1.1007982,-0.62347156,1.9415566,-0.27961865,0.56915796,0.4996363,0.6951787,-0.78446007,0.65930676,0.5896525
Orange,-11.002406,2.4524753,-8.790482,-8.811884,-0.063189805,2.6687744,-0.6175511,-3.692067,0.7813785,-1.2505362,0.09485891,-1.5367391,-1.3222017,2.275801,-0.2987867,0.840486,-0.4993774,1.6111114,0.27413985,-0.3798272,-1.3638618,0.73687744,0.18818091,1.0070136,0.28143126,0.36554477,0.7399435,0.43798947,1.2411734,-0.36554313,0.8785897,0.4844843,-1.3500067,-0.03394924,0.6448338,-1.2912489,-2.1932948,1.8321158,-0.001196268,-0.38489637,-0.46812743,-0.19966859,-0.5730953,1.035578,1.4803767,0.085631594,-0.096004754,0.69304544,0.316485,0.2503741
Orange,-11.120664,4.63237,-8.4485,-8.471132,-0.9126647,2.7518768,-1.9581991,-4.3343406,0.39061615,-1.7977775,-0.5503121,-1.9851837,-2.953965,3.3087583,-0.62435657,0.3247104,-0.7853371,2.159879,-0.8983451,-1.6634774,-1.3626462,0.791494,0.6430296,0.11188572,-0.5170862,0.74439275,1.150348,0.30446824,0.9634283,-0.015077626,0.009489268,0.8648286,-0.88033473,-0.30664593,0.29721683,-1.4057404,-0.9069065,0.28930515,-0.21187142,-0.1606413,2.7139804,-1.8386036,0.76203626,-1.4746155,-0.50255924,-0.5186253,0.105206415,-2.731067,1.8000522,-0.26522383
Orange,-11.009251,3.0892737,-7.8449793,-10.7714815,-0.9998605,2.6096795,-0.23202983,-4.195302,1.4673408,-0.042212427,0.4009994,-2.0989106,-2.1630402,1.8673301,-0.33838573,0.010809688,0.84769607,0.68513036,0.67060405,0.4865624,-1.020059,0.16946661,-2.0115125,0.88844216,2.0211146,0.7025306,0.119212955,-0.5621101,1.596112,-1.1649394,1.3905772,0.47372624,0.035067488,0.63043576,-1.0937262,0.8938599,1.0769533,-0.9320319,-0.29047525,-1.8866563,-1.7059727,1.7343836,0.07614021,2.3459072,-0.35040683,1.7094748,0.05492626,0.27783957,-2.403987,-0.8761426
Apple Braeburn,-11.757892,-12.988856,5.798969,6.250753,-1.1581032,1.406247,-1.7019333,5.390426,8.945078,-0.24207833,-2.7054598,-0.7380028,2.1528347,-1.3620092,1.3445393,10.671458,3.1150098,1.012094,-1.6221182,-1.5026886,0.685495,2.4423072,0.002342675,-0.18039192,1.156441,-0.30529273,-0.3291646,0.3383165,0.64309496,-0.13769187,-2.1531365,0.4761896,-0.74364585,-0.86129314,0.99588376,0.06451215,0.51139504,0.41750666,-0.9740405,-0.08407726,-0.56388605,0.16963956,-0.5923777,0.5683721,0.81455827,-0.5084543,-0.5856815,-1.1522162,-0.34652993,0.3180519
Apple Braeburn,-9.467695,-15.614548,9.36167,11.134032,-1.1559122,1.1162316,-3.3713791,4.085637,13.688289,-7.525943,-6.3769965,-4.3110943,-0.28164524,2.424047,-2.7102735,-7.3536673,-8.418143,1.9341266,-1.9851309,-3.0541265,9.737673,8.733866,-1.9647465,3.734105,4.4546943,-2.5598488,-5.3270063,1.8023622,-2.9491458,-1.2053888,-0.10725609,2.8860178,-1.7343814,3.1361349,-1.1187986,-3.8100328,4.5316167,0.23066658,1.8384204,-0.9717815,0.7116543,3.0431328,0.5161893,-1.3644184,-1.529447,2.0453591,0.93750846,5.013196,0.7710761,1.218026
Apple Braeburn,-13.081692,-17.35893,7.262566,1.6782849,-2.0039227,-3.021022,4.444809,-3.1971135,-2.8489895,1.1136872,0.4585876,0.4304644,0.20785858,0.53887624,-0.014038866,0.5266635,-2.5156114,1.3668697,-1.3018204,-1.2742814,2.0737526,1.9596194,2.2730632,0.7213115,0.097507924,-0.5249305,5.2570148,1.3783641,1.3907703,2.8611755,2.0173633,2.486466,0.045806445,-1.3931887,1.5941286,-2.984569,0.005323566,1.0418992,-2.5540032,3.4743233,-4.723868,1.4921101,2.8196561,2.5525644,3.504541,-0.61838895,0.95923316,0.16471529,0.037452575,1.2117169
Apple Braeburn,-13.6501,-17.228752,8.480972,0.527396,-1.9097917,-3.6183128,4.9541683,-6.3091397,-5.869866,2.2150912,2.1298575,3.254259,0.9794886,-1.8187745,0.51831263,-0.97523224,-0.9150273,-0.083895065,-1.3770235,-0.27676997,1.2419529,0.83044845,1.9926819,0.057589136,0.40677723,0.13427694,5.9941278,-0.8312596,1.6326523,3.0437348,-1.2962444,-1.5206792,0.81840265,-1.0951741,0.8514667,2.8494651,0.91358995,-1.7948198,1.2010022,-1.0244901,1.3414961,-1.9115509,-2.7551737,-1.4030876,-1.5649036,0.21395516,0.2915391,-0.08252786,-0.523535,-1.502613
Apple Braeburn,-14.598035,-19.862585,8.980828,0.7985611,-1.4441186,-3.4354188,5.10705,-6.727362,-6.4719324,1.5814184,2.0440567,4.0115695,1.2118802,-1.3411214,0.858876,0.35147777,-2.0357792,0.9183441,-1.1375115,-0.1946613,2.1405888,0.8764119,1.2374576,0.34895837,1.2987245,-1.4179552,7.038976,-0.92572683,2.340483,3.2678072,1.578477,-0.12667741,1.2334592,-0.34713095,-1.380737,5.219656,0.33290684,-0.6625366,2.5742402,0.19573691,1.7733921,-2.252518,-6.821848,-1.3999953,-1.9146172,0.21315758,-1.2669253,5.0945997,0.66685134,-0.46245438
Apple Braeburn,-12.762019,-15.712332,6.231795,-1.6617383,-0.92522484,-3.6270347,5.6376905,-5.0948386,-6.6847177,3.4712133,2.1910906,1.8327087,-0.23110314,-1.4780958,0.12015836,-0.16865781,1.4699913,-0.5609167,0.154346,0.8760336,-0.028332615,-1.6658345,-0.4291928,0.26672277,0.81194633,0.25009984,-2.0792613,0.9815918,-0.056446586,-1.5452876,2.0595298,1.145139,-0.2212148,1.3775233,-1.1947142,-2.532996,0.13060766,0.60715336,0.104538284,-1.5117855,1.6916867,0.6755351,2.0806158,-0.68442315,-1.0704618,0.68856084,-0.38496825,-1.5280223,0.27686822,0.93766207
Apple Braeburn,-12.691712,-18.207035,7.9325366,0.37966052,-0.85163355,-4.192741,5.535838,-5.7943325,-7.4725857,2.9499261,1.8884033,2.2051814,-0.2122168,-1.6814708,0.54129595,-1.5282732,0.6879223,-0.38652065,0.28790343,0.27954865,-0.91870964,-0.95731324,-0.26536244,0.33074927,0.5004188,0.17082897,-0.120097645,-0.016680943,1.0986277,-0.58956283,1.4563633,0.93727815,0.46499583,1.160056,-0.6507182,-2.3784375,-0.37815827,0.17960547,1.059313,-2.2076523,1.7302983,-0.23592041,1.9194361,-0.34318817,-2.1857274,0.40044925,0.9628886,-1.3836567,-1.0551108,0.34848633
Lemon,-5.614786,12.7403345,-5.728957,2.515974,-1.8502944,-10.307329,6.9177203,9.996466,-2.9072497,-4.436843,-3.398412,4.244813,-0.17560568,-0.60749054,1.9022624,0.55813813,-3.5988355,3.4295328,-0.629744,-3.1257553,0.1548233,-1.6626108,3.5139277,-1.8885891,-2.2743325,0.6809516,-0.50354636,-1.110082,0.9999178,-0.87339824,-0.32968485,-0.47809976,-0.1887691,0.9403048,-1.1148039,-0.22540115,0.2701979,-0.6685027,-0.82899517,0.9172255,-0.20134376,0.86514276,-0.22020471,0.15287365,0.12562779,0.8713169,-0.2856996,0.69237095,-1.4205037,0.4950333
Lemon,-5.4482408,12.84506,-6.340031,1.2309171,-1.888382,-10.018442,7.0902267,11.489566,-2.2782528,-5.2890735,-3.179568,5.2881303,0.1982989,-1.4819503,2.281475,0.23475832,-5.270043,5.2201567,-0.063491054,-4.5783057,0.00866342,-2.3631608,4.7537713,-2.600015,-2.5603833,1.1042416,-1.4032661,-1.9401116,1.6179957,-1.9871428,0.22580832,-0.5753956,1.4443187,0.71940356,-1.1902484,0.16139646,-0.19064307,-0.9531061,0.43831506,-0.48364285,1.0268937,1.2426163,-0.4149476,0.030607013,-0.12651238,1.466312,2.4301307,1.3986971,-1.2170563,1.4150102
Lemon,-6.2614064,12.808992,-6.542109,1.7831242,-2.0420077,-9.79976,6.1021495,7.3641305,-3.1013477,-5.5640645,-3.3893044,3.1182292,-0.47424164,0.43028465,1.6863754,0.05245525,-4.767297,4.767122,-0.5104055,-4.2885265,-0.25994137,-1.4516851,2.4969754,-1.9976035,-1.6717476,1.2574974,0.38892397,-1.0398967,1.5579383,-1.2676499,-0.20623073,-0.045576535,0.20538816,-0.69482064,-1.1062318,1.7982616,0.060119595,-0.33455417,-1.6101286,-0.9779294,-0.54781175,0.051787797,-0.12018755,0.9851318,-0.1050602,0.016307672,-1.5183547,-0.6091405,1.9817683,0.27105638
Lemon,-6.489688,11.336934,-6.124332,-1.9809647,-0.8513905,-7.6443343,7.230293,6.403065,-0.9577334,-1.1262023,-0.3053367,0.29421717,-0.3419289,0.14094642,-1.2869072,-0.7094321,2.4018917,-3.6526663,0.92787206,4.010913,-0.2877392,2.271548,-4.271476,2.1804442,3.1228526,-1.3456142,1.3350526,-0.12217588,-0.108774,0.9144229,-0.8567057,-0.45576337,-0.6764623,-0.7586755,0.20166598,-0.21584477,-1.0538298,0.066367716,0.62756306,0.67137414,-0.0057249167,-1.6934304,-0.25520134,-0.36932394,1.0519994,-0.47213078,0.77380276,0.2717865,-0.09313716,1.6456921
Lemon,-3.4408813,10.890361,-3.7718563,10.984414,1.2723863,1.766287,0.05216888,4.7435813,-0.63451254,11.974451,3.2367227,-0.47425523,-3.0257235,1.381983,-1.9126863,-1.4544837,-0.22154412,1.4922024,-1.1756802,0.105198614,0.0060927845,0.06581306,0.9456763,0.12310648,0.72349906,-1.007682,-2.131847,0.14346732,0.56118256,0.9293942,-2.3826299,3.037316,1.4538796,2.4344404,-4.027087,-0.82021636,-1.2102764,3.8340487,-0.49007547,0.20095287,-2.861846,-1.3216236,-4.6870484,0.49010658,0.28938258,-2.1154456,-0.78378475,-0.22486897,-0.9761576,0.07893989
Lemon,-3.9621825,14.913364,-3.745744,27.531155,-0.53453153,-1.624199,-4.2417965,-13.551905,-3.1580715,-9.8002615,-1.8878187,0.72440284,2.8178759,-2.2968514,1.194286,-2.295269,0.058193065,-1.581638,0.8656275,0.3807692,-1.8505434,8.67011,2.7929668,-4.3526263,-5.730079,3.4348657,1.0234545,-2.2860117,1.3182715,1.32845,-2.272147,1.2737865,-4.3827305,2.9314387,-6.7048593,7.674871,3.752002,0.060356066,2.4884977,1.5455045,0.00975633,-5.486781,5.3766103,2.481936,-0.21577238,3.097375,-0.176954,-1.2501314,0.3812727,2.455177
Lemon,-4.077769,14.848731,-4.2582927,23.043594,-0.58184415,-2.2083972,-2.083051,-11.581959,-4.291018,-7.4394345,-1.1132797,-0.8151036,2.5558457,-0.9396421,0.41330725,-0.89302903,2.766304,-3.3255384,1.1503367,1.5719647,-0.94656706,6.641823,2.605209,-3.1345952,-5.886684,2.7019036,-0.92998236,-0.09646463,0.90632737,0.9824781,0.75192505,1.0723127,-4.0891004,0.677838,-4.3608828,3.1832323,2.896862,0.45627525,1.5855356,1.3220942,-0.65751284,-2.9588897,4.206775,0.83376503,0.14360966,0.7046098,1.1933962,-0.50557166,0.089438856,0.41611513
Lemon,-3.5633364,12.850505,-6.025566,23.397396,0.7048717,-1.1787512,-4.032848,-8.805844,-5.2737956,-6.5951567,0.70689833,-0.036351066,0.6473217,-0.2794688,0.010867025,0.56916517,-1.3425087,2.5417078,-1.1944191,1.518691,-0.6767874,-7.359157,-1.0983268,4.007707,4.963507,-1.1913475,-1.3473079,2.6720312,-2.2535863,1.883874,0.57587385,0.73429716,-5.9134274,-1.3151535,-1.8244547,2.9998534,3.0437272,-1.238835,-1.2528641,-0.65019137,-2.1882515,-2.0946724,1.3931612,0.8079754,1.0903609,-0.15843838,-2.0491357,-0.89093286,0.20150699,0.12063425
